,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
3489,AKX,2023-01-13,2023-07-11,179,Friday,932204,EUR,35627,500002,741065,0.07125371498514006,20.800656805231988,1.482124071503714,30-50,B,gregorycross,brandon67@example.org,Brett Carney,M,30
3490,BYU,2023-07-13,2025-02-17,585,Thursday,132922,GBP,21768,499997,125138,0.043536261217567304,5.748713708195516,0.25027750166501,35-45,F,gregorycross,brandon67@example.org,Brett Carney,M,30
3491,KTR,2023-08-31,2024-03-12,194,Thursday,411237,EUR,73311,500004,232118,0.14662082703338372,3.1662097093205657,0.46423228614171086,20-25,F,justinbarnett,christinepeterson@example.org,Brent Beard,M,22
3492,BYU,2024-02-11,2024-06-07,117,Sunday,234206,GBP,51850,499998,146981,0.1037004148016592,2.8347348119575697,0.29396317585270343,30-40,F,justinbarnett,christinepeterson@example.org,Brent Beard,M,22
3493,KTR,2022-06-14,2023-10-03,476,Tuesday,644113,USD,31703,500000,191672,0.063406,6.045863167523578,0.383344,35-45,F,justinbarnett,christinepeterson@example.org,Brent Beard,M,22
3494,KTR,2023-08-16,2023-10-11,56,Wednesday,511680,USD,42323,500001,15694,0.08464583070833859,0.3708149233277414,0.03138793722412555,45-50,B,justinbarnett,christinepeterson@example.org,Brent Beard,M,22
3495,AKX,2023-06-03,2023-12-04,184,Saturday,857309,EUR,34721,500000,222210,0.069442,6.399873275539299,0.44442,20-30,M,justinbarnett,christinepeterson@example.org,Brent Beard,M,22
3496,KTR,2022-12-07,2024-04-16,496,Wednesday,297047,GBP,17864,500001,196572,0.03572792854414291,11.003806538289297,0.3931432137135726,25-50,B,anthony98,tammy13@example.org,Ronald Larson,M,42
3497,AKX,2022-12-27,2024-04-05,465,Tuesday,919909,EUR,17874,500003,42901,0.03574778551328692,2.400190220431912,0.08580148519108885,20-45,F,anthony98,tammy13@example.org,Ronald Larson,M,42
3498,GRZ,2024-04-18,2025-01-27,284,Thursday,983220,USD,70023,500001,570180,0.14004571990856018,8.142753095411507,1.1403577192845615,25-40,F,anthony98,tammy13@example.org,Ronald Larson,M,42
3499,GRZ,2024-03-08,2024-11-16,253,Friday,98995,GBP,31879,500002,82624,0.06375774496902012,2.591800244675178,0.16524733901064395,30-35,B,anthony98,tammy13@example.org,Ronald Larson,M,42
3500,GRZ,2023-12-26,2025-08-14,597,Tuesday,207119,GBP,29001,499997,173782,0.05800234801408809,5.992276128409365,0.3475660853965124,40-55,B,anthony98,tammy13@example.org,Ronald Larson,M,42
3501,BYU,2024-01-05,2024-09-24,263,Friday,353760,USD,37765,500006,253219,0.07552909365087619,6.70512379187078,0.5064319228169262,40-45,M,anthony98,tammy13@example.org,Ronald Larson,M,42
3502,AKX,2023-05-21,2024-09-09,477,Sunday,598365,USD,28289,499999,538418,0.05657811315622631,19.03276892078193,1.0768381536763074,35-45,M,ygutierrez,thompsonnicole@example.net,Paul Hartman,M,20
3503,GRZ,2023-05-04,2024-02-20,292,Thursday,738123,EUR,20290,500002,713237,0.04057983768064928,35.15214391325776,1.4264682941268234,30-50,M,ygutierrez,thompsonnicole@example.net,Paul Hartman,M,20
3504,BYU,2022-06-19,2022-06-21,2,Sunday,429113,GBP,66094,500002,372791,0.132187471250115,5.640315308500015,0.7455790176839293,40-55,F,ygutierrez,thompsonnicole@example.net,Paul Hartman,M,20
3505,AKX,2023-06-13,2023-12-20,190,Tuesday,131403,USD,33113,499996,23085,0.06622652981223849,0.6971582158064809,0.046170369362954905,30-35,M,diazmark,zboone@example.com,Robert Ramirez,M,87
3506,BYU,2023-07-28,2023-08-11,14,Friday,532237,GBP,37617,499999,524727,0.07523415046830094,13.949198500677886,1.049456098912198,25-30,B,diazmark,zboone@example.com,Robert Ramirez,M,87
3507,GRZ,2024-04-25,2026-02-13,659,Thursday,466050,EUR,80014,500001,387469,0.16002767994464012,4.842515059864524,0.7749364501270998,45-70,M,diazmark,zboone@example.com,Robert Ramirez,M,87
3508,KTR,2023-04-29,2023-12-04,219,Saturday,332208,GBP,80039,499998,200182,0.16007864031456126,2.501055735329027,0.40036560146240585,20-40,F,diazmark,zboone@example.com,Robert Ramirez,M,87
3509,BYU,2023-08-30,2024-06-16,291,Wednesday,212853,EUR,18982,500002,57506,0.037963848144607425,3.0295016331261193,0.11501153995384018,20-25,M,diazmark,zboone@example.com,Robert Ramirez,M,87
3510,KTR,2022-06-28,2023-01-18,204,Tuesday,272197,EUR,70596,500000,159482,0.141192,2.2590798345515326,0.318964,30-40,M,diazmark,zboone@example.com,Robert Ramirez,M,87
3511,BYU,2023-01-29,2024-11-14,655,Sunday,574158,GBP,69925,499998,441251,0.13985055940223762,6.3103468001430105,0.8825055300221201,20-30,F,diazmark,zboone@example.com,Robert Ramirez,M,87
3512,BYU,2023-08-29,2025-05-17,627,Tuesday,66060,USD,25465,500001,17905,0.05092989814020372,0.7031219320636167,0.03580992838014324,35-55,B,blakeclark,patricia36@example.net,Tara Oneal,F,82
3513,GRZ,2023-02-24,2023-08-12,169,Friday,459004,GBP,6777,500001,17719,0.013553972892054216,2.614578722148443,0.03543792912414175,45-60,B,blakeclark,patricia36@example.net,Tara Oneal,F,82
3514,BYU,2023-11-06,2024-04-06,152,Monday,195295,GBP,67343,499999,116287,0.13468626937253875,1.7267867484371056,0.2325744651489303,30-45,M,blakeclark,patricia36@example.net,Tara Oneal,F,82
3515,AKX,2022-08-30,2023-09-01,367,Tuesday,91099,EUR,73717,499999,57526,0.14743429486858975,0.7803627385813313,0.11505223010446021,40-55,M,blakeclark,patricia36@example.net,Tara Oneal,F,82
3516,AKX,2024-01-14,2024-03-04,50,Sunday,493105,EUR,45401,499999,225535,0.09080218160436321,4.967621858549371,0.4510709021418043,45-65,F,prestonwatson,suzanne85@example.org,Randy Warren,M,67
3517,BYU,2023-05-28,2025-03-11,653,Sunday,422908,USD,29313,500002,266202,0.058625765496938015,9.081363217684986,0.5324018703925184,35-55,M,prestonwatson,suzanne85@example.org,Randy Warren,M,67
3518,AKX,2023-05-04,2023-07-30,87,Thursday,594397,GBP,91001,499998,322937,0.18200272801091205,3.5487192448434635,0.645876583506334,30-55,M,prestonwatson,suzanne85@example.org,Randy Warren,M,67
3519,GRZ,2023-05-30,2023-11-24,178,Tuesday,457610,USD,65003,499997,100902,0.13000678004068025,1.552266818454533,0.201805210831265,35-55,M,prestonwatson,suzanne85@example.org,Randy Warren,M,67
3520,BYU,2024-04-15,2024-04-28,13,Monday,607286,EUR,64738,500002,335006,0.1294754820980716,5.1747968735518555,0.6700093199627202,25-35,M,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3521,KTR,2023-11-18,2025-01-05,414,Saturday,367161,EUR,11301,499997,188340,0.022602135612813677,16.665781789222194,0.37668226009356054,20-35,M,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3522,KTR,2024-01-30,2025-09-05,584,Tuesday,916052,USD,33359,500000,666686,0.066718,19.985191402619982,1.333372,20-45,M,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3523,AKX,2024-04-16,2025-06-09,419,Tuesday,722295,GBP,11919,499999,689970,0.02383804767609535,57.8882456581928,1.3799427598855198,35-50,M,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3524,BYU,2023-03-16,2023-07-03,109,Thursday,361325,GBP,42714,499999,48167,0.08542817085634172,1.1276630612913798,0.09633419266838533,25-40,M,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3525,BYU,2022-06-21,2023-04-27,310,Tuesday,90569,USD,19601,499996,43991,0.03920231361850895,2.2443242691699403,0.08798270386163089,20-25,F,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3526,KTR,2022-07-27,2023-05-04,281,Wednesday,928755,GBP,33959,500000,363554,0.067918,10.705674489825967,0.727108,30-40,F,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3527,KTR,2022-08-20,2024-06-09,659,Saturday,283190,USD,15615,500001,138853,0.03122993754012492,8.892283061159143,0.27770544458911084,40-45,F,lynnpeter,sonya14@example.org,Mrs. Melinda Munoz,F,83
3528,GRZ,2022-07-10,2023-09-19,436,Sunday,408270,GBP,38378,499998,192749,0.07675630702522811,5.0223826150398665,0.385499541998168,30-40,F,wporter,brianwade@example.com,Brittany Cisneros,F,32
3529,GRZ,2024-03-25,2026-03-15,720,Monday,356304,USD,51796,500001,142403,0.10359179281641437,2.749304965634412,0.28480543038913925,25-50,M,wporter,brianwade@example.com,Brittany Cisneros,F,32
3530,AKX,2023-10-21,2024-12-21,427,Saturday,321136,USD,41807,499998,200387,0.08361433445733783,4.793144688688497,0.4007756031024124,25-50,F,wporter,brianwade@example.com,Brittany Cisneros,F,32
3531,AKX,2023-02-07,2023-12-28,324,Tuesday,947548,GBP,29030,499997,729947,0.058060348362090175,25.144574578022734,1.4599027594165566,40-65,M,jeff41,mariawelch@example.net,Anthony Johnson,M,18
3532,KTR,2023-07-27,2024-12-10,502,Thursday,537463,GBP,24892,499997,85437,0.049784298705792235,3.43230756869677,0.1708750252501515,20-35,B,jeff41,mariawelch@example.net,Anthony Johnson,M,18
3533,GRZ,2022-05-21,2023-11-04,532,Saturday,782354,USD,40945,499998,498964,0.08189032756131025,12.186201001343266,0.9979319917279669,30-55,B,jeff41,mariawelch@example.net,Anthony Johnson,M,18
3534,AKX,2023-06-16,2023-12-10,177,Friday,888591,USD,78136,500001,417451,0.1562716874566251,5.342620559025289,0.8349003301993396,20-45,F,fergusonmadison,heidiabbott@example.org,Brett Sheppard,M,36
3535,KTR,2023-07-09,2024-12-10,520,Sunday,861327,GBP,35585,500000,51273,0.07117,1.4408599128846424,0.102546,25-45,M,fergusonmadison,heidiabbott@example.org,Brett Sheppard,M,36
3536,AKX,2023-09-03,2024-05-31,271,Sunday,564947,USD,28336,499998,367393,0.05667222668890676,12.965591473743647,0.7347889391557566,40-60,F,nealmartha,stewartariana@example.org,Holly Duarte,F,45
3537,AKX,2022-07-17,2023-07-30,378,Sunday,280858,EUR,4439,500000,175801,0.008878,39.60373958098671,0.351602,35-60,B,nealmartha,stewartariana@example.org,Holly Duarte,F,45
3538,KTR,2023-10-04,2025-02-09,494,Wednesday,936089,USD,55623,500000,583955,0.111246,10.498444887906082,1.16791,45-65,M,nealmartha,stewartariana@example.org,Holly Duarte,F,45
3539,KTR,2022-11-21,2024-09-11,660,Monday,753638,EUR,49045,500000,437320,0.09809,8.916709144663065,0.87464,25-35,B,nealmartha,stewartariana@example.org,Holly Duarte,F,45
3540,GRZ,2022-09-25,2024-01-16,478,Sunday,646839,EUR,41084,500000,107377,0.082168,2.613596533930484,0.214754,35-45,B,david15,paulbrown@example.com,Mark Lynch,M,34
3541,BYU,2022-10-24,2024-09-22,699,Monday,217122,USD,37215,499999,780,0.07443014886029772,0.020959290608625555,0.00156000312000624,25-40,M,david15,paulbrown@example.com,Mark Lynch,M,34
3542,KTR,2023-07-09,2024-09-16,435,Sunday,348499,GBP,63193,499999,338554,0.12638625277250554,5.357460478217524,0.6771093542187084,25-40,F,david15,paulbrown@example.com,Mark Lynch,M,34
3543,GRZ,2022-12-26,2023-09-02,250,Monday,110393,EUR,50468,500000,39114,0.100936,0.7750257588967266,0.078228,40-55,B,david15,paulbrown@example.com,Mark Lynch,M,34
3544,AKX,2023-05-29,2023-07-04,36,Monday,472439,EUR,82883,499995,111238,0.16576765767657678,1.3421087557158886,0.22247822478224782,25-50,B,david15,paulbrown@example.com,Mark Lynch,M,34
3545,BYU,2023-05-29,2024-01-23,239,Monday,712779,GBP,62854,499995,126603,0.12570925709257091,2.014239348331053,0.25320853208532085,30-55,F,cainamy,xfuller@example.org,Jennifer Scott,F,22
3546,GRZ,2023-05-20,2024-02-10,266,Saturday,503101,GBP,91611,500001,430479,0.18322163355673288,4.698988112781216,0.8609562780874438,20-30,B,cainamy,xfuller@example.org,Jennifer Scott,F,22
3547,KTR,2024-03-20,2025-10-03,562,Wednesday,112458,USD,40448,500002,36082,0.08089567641729434,0.8920589398734177,0.07216371134515462,25-30,B,cainamy,xfuller@example.org,Jennifer Scott,F,22
3548,AKX,2022-12-11,2024-10-25,684,Sunday,300203,GBP,13182,499999,170859,0.026364052728105457,12.961538461538462,0.3417186834373669,30-45,M,cainamy,xfuller@example.org,Jennifer Scott,F,22
3549,BYU,2023-06-01,2024-08-26,452,Thursday,868507,GBP,37660,500000,168609,0.07532,4.477137546468401,0.337218,35-60,F,cainamy,xfuller@example.org,Jennifer Scott,F,22
3550,GRZ,2023-04-02,2023-11-30,242,Sunday,100308,GBP,24278,499999,73729,0.048556097112194226,3.036864651124475,0.14745829491658982,30-40,M,cainamy,xfuller@example.org,Jennifer Scott,F,22
3551,GRZ,2023-02-23,2023-06-24,121,Thursday,764836,USD,61176,499998,689836,0.12235248940995765,11.276252125016347,1.379677518710075,45-55,B,cainamy,xfuller@example.org,Jennifer Scott,F,22
3552,GRZ,2023-03-23,2024-05-31,435,Thursday,762610,EUR,29295,500000,4238,0.05859,0.1446663253114866,0.008476,20-35,F,sbarnett,brian96@example.org,Kathleen Scott,F,28
3553,AKX,2024-02-02,2025-09-26,602,Friday,516378,GBP,10601,500002,279602,0.02120191519233923,26.375058956702198,0.5592017631929472,35-50,F,sbarnett,brian96@example.org,Kathleen Scott,F,28
3554,BYU,2023-06-01,2023-09-20,111,Thursday,722849,USD,16175,500001,405119,0.0323499353001294,25.04599690880989,0.8102363795272409,25-45,F,gcharles,annavalencia@example.com,Jon Bradshaw,M,66
3555,AKX,2023-02-06,2023-09-06,212,Monday,38502,USD,74410,499997,27218,0.14882089292535755,0.36578416879451686,0.054436326617959704,20-35,F,gcharles,annavalencia@example.com,Jon Bradshaw,M,66
3556,GRZ,2023-04-26,2023-05-26,30,Wednesday,521128,USD,47960,500001,508394,0.09591980816038367,10.600375312760633,1.0167859664280672,35-55,F,gcharles,annavalencia@example.com,Jon Bradshaw,M,66
3557,GRZ,2024-03-06,2025-07-17,498,Wednesday,77730,GBP,13536,500000,53257,0.027072,3.934471040189125,0.106514,25-40,M,gcharles,annavalencia@example.com,Jon Bradshaw,M,66
3558,AKX,2022-09-14,2024-04-22,586,Wednesday,396986,EUR,35516,500001,206724,0.07103185793628412,5.820587904043248,0.41344717310565376,20-30,F,gcharles,annavalencia@example.com,Jon Bradshaw,M,66
3559,GRZ,2023-08-15,2025-01-31,535,Tuesday,532714,GBP,14181,500000,265596,0.028362,18.729003596361327,0.531192,35-55,F,gcharles,annavalencia@example.com,Jon Bradshaw,M,66
3560,KTR,2023-04-06,2024-12-11,615,Thursday,487933,USD,60825,500002,59366,0.1216495134019464,0.976013152486642,0.11873152507389971,30-55,B,rowlandjessica,smcdonald@example.net,Christina Duffy,F,41
3561,KTR,2023-08-30,2023-09-21,22,Wednesday,726431,EUR,10984,499998,429984,0.02196808787235149,39.14639475600874,0.8599714398857595,25-40,M,rowlandjessica,smcdonald@example.net,Christina Duffy,F,41
3562,BYU,2023-08-28,2025-07-30,702,Monday,27989,GBP,18284,499997,19702,0.036568219409316455,1.0775541457011595,0.03940423642541855,40-50,F,rowlandjessica,smcdonald@example.net,Christina Duffy,F,41
3563,GRZ,2023-04-24,2024-02-26,308,Monday,235599,EUR,34002,500000,140208,0.068004,4.123522145756132,0.280416,40-55,B,rowlandjessica,smcdonald@example.net,Christina Duffy,F,41
3564,KTR,2023-07-10,2024-02-06,211,Monday,854864,GBP,10277,499999,87925,0.020554041108082215,8.555512309039603,0.1758503517007034,45-55,M,joan95,huberjonathan@example.com,Allison Brown,F,21
3565,KTR,2024-03-18,2024-09-16,182,Monday,557280,GBP,77261,499998,255362,0.15452261809047235,3.305186316511565,0.5107260429041716,45-50,M,joan95,huberjonathan@example.com,Allison Brown,F,21
3566,KTR,2022-12-08,2024-07-15,585,Thursday,432277,GBP,20566,499998,355367,0.041132164528658116,17.279344549256052,0.7107368429473718,30-55,B,joan95,huberjonathan@example.com,Allison Brown,F,21
3567,GRZ,2023-05-17,2024-03-28,316,Wednesday,388047,EUR,34728,499999,48809,0.06945613891227782,1.4054653305689933,0.09761819523639047,25-35,M,leegregory,zmckinney@example.org,Kara Chapman,F,33
3568,GRZ,2022-09-17,2023-12-08,447,Saturday,265497,USD,37386,499996,13102,0.07477259818078545,0.35045204087091425,0.02620420963367707,45-60,B,leegregory,zmckinney@example.org,Kara Chapman,F,33
3569,GRZ,2023-06-18,2024-04-23,310,Sunday,47169,GBP,57875,500000,39407,0.11575,0.6808984881209503,0.078814,45-50,B,leegregory,zmckinney@example.org,Kara Chapman,F,33
3570,BYU,2023-07-15,2025-03-06,600,Saturday,342395,USD,69490,499996,96977,0.13898111184889478,1.3955533170240322,0.19395555164441317,20-35,B,leegregory,zmckinney@example.org,Kara Chapman,F,33
3571,KTR,2022-07-12,2023-12-09,515,Tuesday,911112,GBP,56350,499998,400381,0.1127004508018032,7.1052528837622,0.8007652030608122,45-50,M,hrodriguez,robert36@example.org,Sherry Clark,F,63
3572,AKX,2024-03-08,2024-11-14,251,Friday,308740,USD,19843,500000,219516,0.039686,11.062641737640478,0.439032,40-55,F,hrodriguez,robert36@example.org,Sherry Clark,F,63
3573,BYU,2024-03-26,2024-10-20,208,Tuesday,711312,GBP,35112,500001,311791,0.0702238595522809,8.879898610161767,0.6235807528384943,45-55,B,hrodriguez,robert36@example.org,Sherry Clark,F,63
3574,BYU,2024-01-19,2025-10-10,630,Friday,651999,USD,62738,499998,199812,0.12547650190600762,3.1848640377442696,0.399625598502394,45-55,B,murphyrebecca,megan97@example.org,Tammy Bright,F,87
3575,BYU,2023-11-19,2024-05-06,169,Sunday,783110,GBP,24334,500002,633694,0.048667805328778686,26.04150571217227,1.2673829304682782,25-45,M,murphyrebecca,megan97@example.org,Tammy Bright,F,87
3576,BYU,2022-07-14,2023-02-25,226,Thursday,922716,GBP,11905,500000,920646,0.02381,77.33271734565308,1.841292,20-25,B,murphyrebecca,megan97@example.org,Tammy Bright,F,87
3577,KTR,2023-03-09,2024-09-16,557,Thursday,226934,GBP,50984,499997,7308,0.10196861181167087,0.14333908677232074,0.014616087696526179,35-45,M,murphyrebecca,megan97@example.org,Tammy Bright,F,87
3578,GRZ,2022-05-16,2022-09-04,111,Monday,774939,GBP,80124,499998,733041,0.16024864099456398,9.148831810693425,1.4660878643514574,25-50,B,murphyrebecca,megan97@example.org,Tammy Bright,F,87
3579,AKX,2022-06-05,2022-11-23,171,Sunday,906916,EUR,55092,500001,698939,0.11018377963244073,12.68676032817832,1.3978752042495914,30-35,F,murphyrebecca,megan97@example.org,Tammy Bright,F,87
3580,BYU,2022-05-14,2023-12-23,588,Saturday,126573,USD,17867,499996,86415,0.035734285874286995,4.8365702132422905,0.1728313826510612,30-55,B,deanchristopher,mathew06@example.net,Stacy Johns,F,50
3581,BYU,2024-04-08,2024-07-20,103,Monday,830864,EUR,2656,500000,309966,0.005312,116.70406626506023,0.619932,25-50,M,deanchristopher,mathew06@example.net,Stacy Johns,F,50
3582,GRZ,2023-05-24,2024-06-29,402,Wednesday,977832,EUR,23793,500002,556438,0.047585809656761374,23.386626318665154,1.1128715485138059,30-40,F,deanchristopher,mathew06@example.net,Stacy Johns,F,50
3583,BYU,2022-05-27,2022-11-12,169,Friday,132288,USD,10705,499996,44332,0.021410171281370252,4.1412424100887435,0.08866470931767455,20-30,B,deanchristopher,mathew06@example.net,Stacy Johns,F,50
3584,GRZ,2022-11-28,2023-09-27,303,Monday,380174,EUR,66392,500000,45941,0.132784,0.6919658995059645,0.091882,25-30,B,deanchristopher,mathew06@example.net,Stacy Johns,F,50
3585,AKX,2023-01-11,2023-11-06,299,Wednesday,300867,GBP,64965,500001,195050,0.12992974014051972,3.002385900100054,0.39009921980156037,20-25,M,nelsonnatasha,vmcdonald@example.org,Maurice Roy,M,60
3586,BYU,2023-02-04,2024-02-19,380,Saturday,28741,GBP,24395,499999,26582,0.04879009758019516,1.089649518343923,0.053164106328212654,45-60,M,nelsonnatasha,vmcdonald@example.org,Maurice Roy,M,60
3587,AKX,2024-01-06,2024-11-05,304,Saturday,832595,EUR,35128,500001,657790,0.07025585948828102,18.72551810521521,1.3155773688452623,25-45,M,nelsonnatasha,vmcdonald@example.org,Maurice Roy,M,60
3588,KTR,2022-12-15,2024-03-12,453,Thursday,862724,EUR,48713,499998,544056,0.09742638970555882,11.168599757764868,1.0881163524654098,45-50,B,tracyhudson,dylan51@example.net,Amy Palmer,F,76
3589,BYU,2023-05-28,2024-12-19,571,Sunday,293122,USD,53077,499998,139799,0.10615442461769847,2.6338903856661076,0.2795991183964736,40-55,B,tracyhudson,dylan51@example.net,Amy Palmer,F,76
3590,BYU,2023-05-20,2024-03-04,289,Saturday,621269,USD,72155,500003,240811,0.14430913414519514,3.3374125147252443,0.48161911028533827,40-60,B,tracyhudson,dylan51@example.net,Amy Palmer,F,76
3591,AKX,2023-08-21,2024-11-08,445,Monday,66500,USD,31239,500000,51787,0.062478,1.6577675341720286,0.103574,45-70,F,tracyhudson,dylan51@example.net,Amy Palmer,F,76
3592,KTR,2023-09-22,2024-08-13,326,Friday,827910,USD,85482,500000,318017,0.170964,3.720280292927166,0.636034,25-35,B,tracyhudson,dylan51@example.net,Amy Palmer,F,76
3593,KTR,2023-04-10,2023-04-27,17,Monday,558175,GBP,25829,500003,66795,0.05165769005385968,2.586046691703124,0.1335891984648092,20-40,F,esparzalatoya,joseph17@example.net,Sophia Jones,F,36
3594,KTR,2023-02-14,2023-03-20,34,Tuesday,481030,USD,14312,499999,300053,0.028624057248114496,20.96513415315819,0.6001072002144004,45-55,M,esparzalatoya,joseph17@example.net,Sophia Jones,F,36
3595,KTR,2024-04-20,2024-12-13,237,Saturday,476116,USD,24636,500001,189778,0.04927190145619709,7.703279753206689,0.3795552408895182,30-50,B,esparzalatoya,joseph17@example.net,Sophia Jones,F,36
3596,BYU,2022-05-19,2023-01-23,249,Thursday,313561,USD,15284,499997,89285,0.030568183409100454,5.841729913635174,0.17857107142642856,45-55,M,esparzalatoya,joseph17@example.net,Sophia Jones,F,36
3597,AKX,2023-10-24,2024-02-06,105,Tuesday,581237,GBP,18702,500000,87858,0.037404,4.6977863330125125,0.175716,25-35,F,esparzalatoya,joseph17@example.net,Sophia Jones,F,36
3598,KTR,2023-10-27,2025-06-09,591,Friday,685414,EUR,26700,500001,342000,0.0533998932002136,12.808988764044944,0.683998632002736,25-50,M,esparzalatoya,joseph17@example.net,Sophia Jones,F,36
3599,GRZ,2024-03-21,2026-01-18,668,Thursday,146559,USD,87443,499999,54331,0.17488634977269954,0.6213304667040244,0.10866221732443465,30-55,M,xchristian,andersonanna@example.org,Karen Robinson,F,73
3600,AKX,2023-03-06,2023-04-25,50,Monday,921955,GBP,45012,500001,850298,0.0900238199523601,18.890473651470717,1.7005925988148023,30-45,M,xchristian,andersonanna@example.org,Karen Robinson,F,73
3601,GRZ,2023-08-20,2024-01-05,138,Sunday,573189,USD,27134,500003,536602,0.054267674393953635,19.7760005896661,1.0731975608146351,40-55,M,xchristian,andersonanna@example.org,Karen Robinson,F,73
3602,GRZ,2023-07-02,2023-11-28,149,Sunday,374961,EUR,60717,499999,55551,0.12143424286848574,0.9149167448984633,0.1111022222044444,30-45,M,xchristian,andersonanna@example.org,Karen Robinson,F,73
3603,GRZ,2022-06-19,2022-07-22,33,Sunday,852011,GBP,8026,500000,159733,0.016052,19.90194368303015,0.319466,40-50,B,xchristian,andersonanna@example.org,Karen Robinson,F,73
3604,AKX,2022-08-30,2022-11-12,74,Tuesday,831618,USD,22347,500000,119970,0.044694,5.3685058397100285,0.23994,35-40,B,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3605,GRZ,2024-02-24,2024-04-21,57,Saturday,563979,GBP,56396,500001,506585,0.11279177441645116,8.98264061280942,1.0131679736640526,30-55,M,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3606,BYU,2023-06-05,2023-09-18,105,Monday,31194,EUR,91665,499999,24425,0.18333036666073332,0.2664593901707304,0.048850097700195404,45-60,F,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3607,AKX,2024-03-07,2024-05-07,61,Thursday,134214,USD,66514,500002,65455,0.13302746789012843,0.9840785398562708,0.13090947636209455,35-40,F,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3608,BYU,2023-07-27,2025-07-24,728,Thursday,437143,GBP,35143,500001,93010,0.07028585942828114,2.646615257661554,0.1860196279607441,30-55,B,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3609,GRZ,2023-09-11,2025-05-23,620,Monday,766838,USD,13385,500003,227540,0.026769839380963716,16.999626447515876,0.4550772695363828,20-35,B,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3610,AKX,2023-05-31,2025-02-16,627,Wednesday,795686,EUR,63389,499999,331261,0.12677825355650713,5.225843600624714,0.6625233250466501,40-60,B,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3611,BYU,2023-01-10,2023-02-05,26,Tuesday,427666,USD,35743,500002,173915,0.07148571405714377,4.865707970791483,0.34782860868556525,35-40,M,christopherwilliams,housedavid@example.org,Bobby Moore,M,55
3612,AKX,2022-12-29,2023-04-06,98,Thursday,768702,USD,43200,500000,210831,0.0864,4.880347222222222,0.421662,35-50,F,kturner,hatfielddeborah@example.com,Krista Tucker,F,26
3613,AKX,2023-04-30,2024-09-14,503,Sunday,383418,GBP,32555,500002,257376,0.06510973956104175,7.905882352941177,0.514749941000236,40-45,M,kturner,hatfielddeborah@example.com,Krista Tucker,F,26
3614,BYU,2023-08-26,2024-08-11,351,Saturday,692788,EUR,41910,500003,287777,0.0838194970830175,6.866547363397757,0.5755505466967198,30-50,F,kturner,hatfielddeborah@example.com,Krista Tucker,F,26
3615,AKX,2023-04-13,2024-11-28,595,Thursday,89877,EUR,28961,500004,57174,0.05792153662770698,1.9741721625634474,0.11434708522331821,35-45,B,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3616,GRZ,2024-04-26,2025-10-30,552,Friday,589331,GBP,16427,500000,205640,0.032854,12.51841480489438,0.41128,45-55,M,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3617,AKX,2023-06-27,2025-05-11,684,Tuesday,315142,EUR,33837,500001,100983,0.0676738646522707,2.98439577976771,0.20196559606880787,35-55,B,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3618,BYU,2023-02-11,2024-10-01,598,Saturday,784706,EUR,47898,500000,593783,0.095796,12.396822414297048,1.187566,40-45,F,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3619,AKX,2022-12-17,2023-12-03,351,Saturday,272846,USD,16525,499999,226650,0.0330500661001322,13.715582450832073,0.4533009066018132,35-55,B,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3620,KTR,2024-03-24,2024-07-08,106,Sunday,230542,GBP,74659,500000,185413,0.149318,2.483464820048487,0.370826,25-30,B,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3621,BYU,2022-08-11,2024-04-12,610,Thursday,236749,EUR,27875,500000,213660,0.05575,7.664932735426009,0.42732,45-70,F,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3622,BYU,2023-05-18,2024-02-26,284,Thursday,631936,USD,61075,499997,153786,0.12215073290439743,2.517986082685223,0.30757384544307265,40-45,B,mayergregory,jennifer58@example.org,Kyle Daniel,M,24
3623,GRZ,2023-06-02,2025-02-24,633,Friday,354690,USD,76291,500000,149129,0.152582,1.9547390911116644,0.298258,45-50,F,qperez,kbyrd@example.com,Jeffery Murphy,M,31
